Admin Order,Year,Week,Day,Time,Liturgical Day,First Reading,Psalm,Second Reading,Gospel Reading,Reflection,Author,Organisation
590,Feast,N/A,Fixed Day,Fixed Feast,25 May – St Gregory VII,"Acts 20:17-18, 28-32, 36",Psalm 109:1-4,,Matthew 16:13-19,,,
591,Feast,N/A,Fixed Day,Fixed Feast,25 May – St Mary Magdalene de Pazzi,1 Corinthians 7:25-35,"Psalm 148:1-2, 11-14",,Mark 3:31-35,,,
592,Feast,N/A,Fixed Day,Fixed Feast,26 May – St Philip Neri,Philippians 4:4-9,Psalm 33:2-11,,John 17:20-26,,,
593,Feast,N/A,Fixed Day,Fixed Feast,27 May – St Augustine of Canterbury,1 Thessalonians 2:2-8,"Psalm 95:1-3, 7-8, 10",,Matthew 9:35-37,,,
594,Feast,N/A,Fixed Day,Fixed Feast,31 May – Visitation,Zephaniah 3:14-18,Isaiah 12:2-6,,Luke 1:39-56,,,
595,Feast,N/A,Moving Feast,Moving Feast,"Mary, Mother of the Church","Genesis 3:9-15, 20",Psalm 86,,John 19:25-34,,,
596,Feast,N/A,Moving Feast,Moving Feast,Immaculate Heart of Mary,Isaiah 61:9-11,"1 Samuel 2:1,4-8",,Luke 2:41-51,,,
597,Feast,N/A,Fixed Day,Fixed Feast,"1 June – St Justin, Martyr",1 Corinthians 1:18-25,Psalm 33:2-9,,Matthew 5:13-19,,,
598,Feast,N/A,Fixed Day,Fixed Feast,2 June – Ss Marcellinus and Peter,2 Corinthians 6:4-10,"Psalm 123:2-5, 7-8",,John 17:11-19,,,
599,Feast,N/A,Fixed Day,Fixed Feast,3 June – St Charles Lwanga and companions,"2 Maccabees 7:1-2, 9-14","Psalm 123:2-5, 7-8",,Matthew 5:1-12,,,
600,Feast,N/A,Fixed Day,Fixed Feast,5 June – St Boniface,Acts 26:19-23,Psalm 116,,John 10:11-16,,,
601,Feast,N/A,Fixed Day,Fixed Feast,6 June – St Norbert,Ezekiel 34:11-16,Psalm 22,,Luke 14:25-33,,,
602,Feast,N/A,Fixed Day,Fixed Feast,9 June – St Ephrem,Colossians 3:12-17,"Psalm 36:3-6, 30-31",,Luke 6:43-45,,,
603,Feast,N/A,Fixed Day,Fixed Feast,11 June – St Barnabas,Acts 11:21-26; 13:1-3,Psalm 97:1-6,,Matthew 10:7-13,,,
604,Feast,N/A,Fixed Day,Fixed Feast,13 June – St Anthony of Padua,Isaiah 61:1-3,"Psalm 88:2-5, 21-22, 25, 27",,Luke 10:1-9,,,
605,Feast,N/A,Fixed Day,Fixed Feast,19 June – St Romuald,Philippians 3:8-14,Psalm 130,,Luke 14:25-33,,,
606,Feast,N/A,Fixed Day,Fixed Feast,21 June – St Aloysius Gonzaga,1 John 5:1-5,"Psalm 15:1-2, 5, 7-8",,Matthew 22:34-40,,,
607,Feast,N/A,Fixed Day,Fixed Feast,22 June – Ss John Fisher and Thomas More,1 Peter 4:12-19,Psalm 125,,Matthew 10:34-39,,,
608,Feast,N/A,Fixed Day,Fixed Feast,23 June – St Paulinus of Nola,2 Corinthians 8:9-15,"Psalm 39:2, 4, 7-10",,Luke 12:32-34,,,
609,Feast,N/A,Fixed Day,VIGIL,24 June – Birth of John the Baptist (Vigil),Jeremiah 1:4-10,"Psalm 70:1-6, 15, 17",1 Peter 1:8-12,Luke 1:5-17,,,
610,Feast,N/A,Fixed Day,Fixed Feast,24 June – Birth of John the Baptist,Isaiah 49:1-6,"Psalm 138:1-3, 13-15",Acts 13:22-26,"Luke 1:57-66, 80",,,
611,Feast,N/A,Fixed Day,Fixed Feast,27 June – St Cyril of Alexandria,2 Timothy 4:1-5,"Psalm 88:2-5, 21-22, 25, 27",,Matthew 5:13-19,,,
612,Feast,N/A,Fixed Day,Fixed Feast,28 June – St Irenaeus,2 Timothy 2:22-26,"Psalm 36:3-6, 30-31",,John 17:20-26,,,
613,Feast,N/A,Fixed Day,VIGIL,29 June – Ss Peter and Paul Vigil,Acts 3:1-10,Psalm 18:2-5,Galatians 1:11-20,John 21:15-19,,,
614,Feast,N/A,Fixed Day,Fixed Feast,29 June – Ss Peter and Paul,Acts 12:1-11,Psalm 33:2-9,"2 Timothy 4:6-8, 17-18",Matthew 16:13-19,,,
615,Feast,N/A,Fixed Day,Fixed Feast,30 June – First Martyrs of Rome,Romans 8:31-39,"Psalm 123:2-5, 7-8",,Matthew 24:4-13,,,
616,Feast,N/A,Fixed Day,Fixed Feast,3 July – St Thomas,Ephesians 2:19-22,Psalm 116,,John 20:24-29,,,
617,Feast,N/A,Fixed Day,Fixed Feast,4 July – St Elizabeth of Portugal,1 John 3:14-18,Psalm 111:1-9,,Matthew 25:31-46,,,
618,Feast,N/A,Fixed Day,Fixed Feast,5 July – St Anthony Zaccaria,2 Timothy 1:13-14; 2:1-3,"Psalm 1:1-4, 6",,Mark 10:13-16,,,
619,Feast,N/A,Fixed Day,Fixed Feast,6 July – St Maria Goretti,"1 Corinthians 6:13-15, 17-20","Psalm 30:3-4, 6-8, 16-17",,John 12:24-26,,,
620,Feast,N/A,Fixed Day,Fixed Feast,7 July – St Peter To Rot,Wisdom 3:1-9,Psalm 125,,Matthew 10:28-33,,,
621,Feast,N/A,Fixed Day,Fixed Feast,9 July – St Augustine Zhao Rong and companions,Wisdom 3:1-9,Psalm 125,,Matthew 10:28-33,,,
622,Feast,N/A,Fixed Day,Fixed Feast,11 July – St Benedict,Proverbs 2:1-9,Psalm 33:2-11,,Matthew 19:27-29,,,
623,Feast,N/A,Fixed Day,Fixed Feast,13 July – St Henry,Micah 6:6-8,"Psalm 1:1-4, 6",,Matthew 7:21-27,,,
624,Feast,N/A,Fixed Day,Fixed Feast,14 July – St Camillus de Lellis,1 John 3:14-18,Psalm 111:1-9,,John 15:9-17,,,
625,Feast,N/A,Fixed Day,Fixed Feast,15 July – St Bonaventure,Ephesians 3:14-19,Psalm 118:9-14,,Matthew 23:8-12,,,
626,Feast,N/A,Fixed Day,Fixed Feast,16 July – Our Lady of Mount Carmel,Zechariah 2:14-17,Luke 1:46-55,,Matthew 12:46-50,,,
627,Feast,N/A,Fixed Day,Fixed Feast,20 July – St Apollonaris,Hebrews 10:32-36,Psalm 125,,John 12:24-26,,,
628,Feast,N/A,Fixed Day,Fixed Feast,21 July – St Lawrence of Brindisi,"2 Corinthians 4:1-2, 5-7","Psalm 39:2, 4, 7-10",,"Mark 4:1-10, 13-20",,,
629,Feast,N/A,Fixed Day,Fixed Feast,22 July – St Mary Magdalene,Song of Songs 3:1-4,"Psalm 62:2-6, 8-9",,"John 20:1-2, 11-18",,,
630,Feast,N/A,Fixed Day,Fixed Feast,23 July – St Bridget,Galatians 2:19-20,Psalm 33:2-11,,John 15:1-8,,,
631,Feast,N/A,Fixed Day,Fixed Feast,24 July – St Charbel Makhlouf,Ezekiel 3:16-21,Psalm 116,,Matthew 9:35-10:1,,,
632,Feast,N/A,Fixed Day,Fixed Feast,25 July – St James,2 Corinthians 4:7-15,Psalm 125,,Matthew 20:20-28,,,
633,Feast,N/A,Fixed Day,Fixed Feast,26 July – Ss Joachim and Ann,"Sirach 44:1, 10-15","Psalm 131:11, 13-14, 17-18",,Matthew 13:16-17,,,
634,Feast,N/A,Fixed Day,Fixed Feast,29 July – St Martha,1 John 4:7-16,Psalm 33:2-11,,John 11:19-27,,,
635,Feast,N/A,Fixed Day,Fixed Feast,30 July – St Peter Chrysologus,Ephesians 3:8-12,Psalm 118:9-14,,Luke 6:43-45,,,
636,Feast,N/A,Fixed Day,Fixed Feast,31 July – St Ignatius of Loyola,1 Corinthians 10:31-11:1,Psalm 33:2-11,,Luke 14:25-33,,,
637,Feast,N/A,Fixed Day,Fixed Feast,1 August – St Alphonsus Ligouri,Romans 8:1-4,Psalm 118:9-14,,Matthew 5:13-19,,,
638,Feast,N/A,Fixed Day,Fixed Feast,2 August – St Eusebius of Vercelli,1 John 5:1-5,"Psalm 88:2-5, 21-22, 25, 27",,Matthew 5:1-12,,,
639,Feast,N/A,Fixed Day,Fixed Feast,2 August – St Peter Julian Eymard,Ezekiel 3:16-21,Psalm 116,,Matthew 9:35-10:1,,,
640,Feast,N/A,Fixed Day,Fixed Feast,3 August (Australia) – St Dominic,1 Corinthians 2:1-10,"Psalm 95:1-3, 7-8, 10",,Luke 9:57-62,,,
641,Feast,N/A,Fixed Day,Fixed Feast,4 August – St John Vianney,Ezekiel 3:16-21,Psalm 116,,Matthew 9:35-10:1,,,
642,Feast,N/A,Fixed Day,Fixed Feast,5 August – Dedication of St Mary Major,Revelation 21:1-5,Judith 13:18-19,,Luke 11:27-28,,,
643,A,N/A,Fixed Day,Fixed Feast,6 August – Transfiguration (Year A),"Daniel 7:9-10, 13-14","Psalm 96:1-2, 5-6, 9",2 Peter 1:16-19,Matthew 17:1-9,,,
644,B,N/A,Fixed Day,Fixed Feast,6 August – Transfiguration (Year B),"Daniel 7:9-10, 13-14","Psalm 96:1-2, 5-6, 9",2 Peter 1:16-19,Mark 9:2-10,,,
645,C,N/A,Fixed Day,Fixed Feast,6 August – Transfiguration (Year C),"Daniel 7:9-10, 13-14","Psalm 96:1-2, 5-6, 9",2 Peter 1:16-19,Luke 9:28-36,,,
646,Feast,N/A,Fixed Day,Fixed Feast,7 August – Pope St Sixtus & Companions,Wisdom 3:1-9,Psalm 125,,Matthew 10:28-33,,,
647,Feast,N/A,Fixed Day,Fixed Feast,7 August – St Cajetan,Sirach 2:7-13,Psalm 111:1-9,,Luke 12:32-34,,,
648,Feast,N/A,Fixed Day,Fixed Feast,8 August – St Mary of the Cross MacKillop,1 Kings 17:7-16,"Psalm 63:2-6, 8-9",Colossians 3:12-17,Matthew 6:25-34,,,
649,Feast,N/A,Fixed Day,Fixed Feast,9 August – St Teresa Benedicta of the Cross,Philippians 3:8-14,"Psalm 15:1-2, 5, 7-8, 11",,Matthew 19:27-29,,,
650,Feast,N/A,Fixed Day,Fixed Feast,10 August – St Lawrence,2 Corinthians 9:6-10,"Psalm 111:1-2, 5-9",,John 12:24-26,,,
651,Feast,N/A,Fixed Day,Fixed Feast,11 August – St Clare,Philippians 3:8-14,"Psalm 15:1-2, 5, 7-8, 11",,Matthew 19:27-29,,,
652,Feast,N/A,Fixed Day,Fixed Feast,12 August – St Jane Frances de Chantal,"Proverbs 31:10-13, 19-20, 30-31",Psalm 130,,Mark 3:31-35,,,
653,Feast,N/A,Fixed Day,Fixed Feast,13 August – Ss Pontian and Hippolytus,1 Peter 4:12-19,"Psalm 123:2-5, 7-8",,John 15:18-21,,,
654,Feast,N/A,Fixed Day,Fixed Feast,14 August – St Maximilian Mary Kolbe,Wisdom 3:1-9,"Psalm 115:10-11, 15-18",,John 15:12-16,,,
655,Feast,N/A,Fixed Day,VIGIL,15 August – Assumption Vigil,"1 Chronicles 15:3-4, 15-16; 16:1-2","Psalm 131:6-7, 9-10, 13-14",1 Corinthians 15:54-57,Luke 11:27-28,,,
656,Feast,N/A,Fixed Day,Fixed Feast,15 August – Assumption,"Revelation 11:19; 12:1-6, 10","Psalm 44:10-12, 16",1 Corinthians 15:20-26,Luke 1:39-56,,,
657,Feast,N/A,Fixed Day,Fixed Feast,16 August – St Stephen of Hungary,Deuteronomy 6:3-9,Psalm 111:1-9,,Matthew 25:14-30,,,
658,Feast,N/A,Fixed Day,Fixed Feast,19 August – St John Eudes,Ephesians 3:14-19,Psalm 130,,Matthew 11:25-30,,,
659,Feast,N/A,Fixed Day,Fixed Feast,20 August – St Bernard,Sirach 15:1-6,Psalm 118:9-14,,John 17:20-26,,,
660,Feast,N/A,Fixed Day,Fixed Feast,21 August – Pope St Pius X,1 Thessalonians 2:2-8,"Psalm 88:2-5, 21-22, 25, 27",,John 21:15-17,,,
661,Feast,N/A,Fixed Day,Fixed Feast,22 August – Queenship of Mary,Isaiah 9:1-6,Psalm 112:1-8,,Luke 1:26-38,,,
662,Feast,N/A,Fixed Day,Fixed Feast,23 August – St Rose of Lima,2 Corinthians 10:17-11:2,"Psalm 148:1-2, 11-14",,Matthew 13:44-46,,,
663,Feast,N/A,Fixed Day,Fixed Feast,24 August – St Bartholomew,Revelation 21:9-14,"Psalm 144:10-13, 17-18",,John 1:45-51,,,
664,Feast,N/A,Fixed Day,Fixed Feast,25 August – St Louis,Isaiah 58:6-11,Psalm 111:1-9,,Matthew 22:35-40,,,
665,Feast,N/A,Fixed Day,Fixed Feast,25 August – St Joseph Calasanz,1 Corinthians 12:31-13:13,Psalm 33:2-11,,Matthew 18:1-5,,,
666,Feast,N/A,Fixed Day,Fixed Feast,27 August – St Monica,"Sirach 26:1-4, 13-16",Psalm 130,,Luke 7:11-17,,,
667,Feast,N/A,Fixed Day,Fixed Feast,28 August – St Augustine,1 John 4:7-16,Psalm 118:9-14,,Matthew 23:8-12,,,
668,Feast,N/A,Fixed Day,Fixed Feast,29 August – Beheading of John the Baptist,Jeremiah 1:17-19,"Psalm 70:1-6, 15, 17",,Mark 6:17-29,,,
669,Feast,N/A,Fixed Day,Fixed Feast,3 September – St Gregory the Great,"2 Corinthians 4:1-2, 5-7","Psalm 95:1-3, 7-8, 10",,Luke 22:24-30,,,
670,Feast,N/A,Fixed Day,Fixed Feast,8 September – Birth of Mary,Micah 5:1-4,Psalm 12:6-7,,"Matthew 1:1-16, 18-23",,,
671,Feast,N/A,Fixed Day,Fixed Feast,9 September – St Peter Claver,Isaiah 52:7-10,"Psalm 95:1-3, 7-8, 10",,Mark 16:15-20,,,
672,Feast,N/A,Fixed Day,Fixed Feast,12 September – The Most Holy Name of Mary,Micah 5:1-4,Psalm 12:6-7,,Matthew 1:18-23,,,
673,Feast,N/A,Fixed Day,Fixed Feast,13 September – St John Chrysostom,"Ephesians 4:1-7, 11-13","Psalm 39:2, 4, 7-10",,"Mark 4:1-10, 13-20",,,
674,Feast,N/A,Fixed Day,Fixed Feast,14 September – Exaltation of the Cross,Numbers 21:4-9,"Psalm 77:1-2, 34-38",Philippians 2:6-11,John 3:13-17,,,
675,Feast,N/A,Fixed Day,Fixed Feast,15 September – Our Lady of Sorrows,Hebrews 5:7-9,"Psalm 30:2-6, 15-16, 20",,John 19:25-27,,,
676,Feast,N/A,Fixed Day,Fixed Feast,16 September – Ss Cornelius and Cyprian,2 Corinthians 4:7-15,Psalm 125,,John 17:11-19,,,
677,Feast,N/A,Fixed Day,Fixed Feast,17 September – St Robert Bellarmine,"Wisdom 7:7-10, 15-16",Psalm 18:8-11,,Matthew 7:21-29,,,
678,Feast,N/A,Fixed Day,Fixed Feast,19 September – St Januarius,Hebrews 10:32-36,Psalm 125,,John 12:24-26,,,
679,Feast,N/A,Fixed Day,Fixed Feast,"20 September – Ss Andrew Kim Taegon, Paul Chong Hasang and companions",Wisdom 3:1-9,Psalm 125,,Luke 9:23-26,,,
680,Feast,N/A,Fixed Day,Fixed Feast,21 September – St Matthew,"Ephesians 4:1-7, 11-13",Psalm 18:2-5,,Matthew 9:9-13,,,
681,Feast,N/A,Fixed Day,Fixed Feast,23 September – Pio of Pietrelcina,Isaiah 58:6-11,Psalm 111:1-9,,Matthew 22:35-40,,,
682,Feast,N/A,Fixed Day,Fixed Feast,26 September – Ss Cosmas and Damian,Wisdom 3:1-9,Psalm 125,,Matthew 10:28-33,,,
683,Feast,N/A,Fixed Day,Fixed Feast,27 September – St Vincent de Paul,1 Corinthians 1:26-31,Psalm 111:1-9,,Matthew 9:35-37,,,
684,Feast,N/A,Fixed Day,Fixed Feast,28 September – St Wenceslaus,1 Peter 3:14-17,Psalm 125,,Matthew 10:34-39,,,
685,Feast,N/A,Fixed Day,Fixed Feast,28 September – Ss Lawrence Ruiz and companions,Wisdom 3:1-9,Psalm 125,,Luke 9:23-26,,,
686,Feast,N/A,Fixed Day,Fixed Feast,"29 September – Ss Michael, Gabriel and Raphael","Daniel 7:9-10, 13-14",Psalm 137:1-5,,John 1:47-51,,,
687,Feast,N/A,Fixed Day,Fixed Feast,30 September – St Jerome,2 Timothy 3:14-17,Psalm 118:9-14,,Matthew 13:47-52,,,
688,Feast,N/A,Fixed Day,Fixed Feast,1 October – St Therese of the Child Jesus,Isaiah 66:10-14,Psalm 130,,Matthew 18:1-5,,,
689,Feast,N/A,Fixed Day,Fixed Feast,2 October – Holy Guardian Angels,Exodus 23:20-23,"Psalm 90:1-6,10-11",,"Matthew 18:1-5, 10",,,
690,Feast,N/A,Fixed Day,Fixed Feast,4 October – St Francis of Assisi,Galatians 6:14-18,"Psalm 15:1-2, 5, 7-8, 11",,Matthew 11:25-30,,,
691,Feast,N/A,Fixed Day,Fixed Feast,6 October – St Bruno,Philippians 3:8-14,"Psalm 1:1-4, 6",,Luke 9:57-62,,,
692,Feast,N/A,Fixed Day,Fixed Feast,7 October – Our Lady of the Rosary,Acts 1:12-14,Luke 1:46-55,,Luke 1:26-38,,,
693,Feast,N/A,Fixed Day,Fixed Feast,9 October – Ss Denis and companions,2 Corinthians 6:4-10,Psalm 125,,Matthew 5:13-16,,,
694,Feast,N/A,Fixed Day,Fixed Feast,9 October – St John Leonardi,"2 Corinthians 4:1-2, 5-7","Psalm 95:1-3, 7-8, 10",,Luke 5:1-11,,,
695,Feast,N/A,Fixed Day,Fixed Feast,14 October – St Callistus I,1 Peter 5:1-4,"Psalm 39:2, 4, 7-10",,Luke 22:24-30,,,
696,Feast,N/A,Fixed Day,Fixed Feast,15 October – St Teresa of Jesus,Romans 8:22-27,Psalm 18:8-11,,John 15:1-8,,,
697,Feast,N/A,Fixed Day,Fixed Feast,16 October – St Hedwig,"Sirach 26:1-4, 13-16",Psalm 127:1-5,,Mark 3:31-35,,,
698,Feast,N/A,Fixed Day,Fixed Feast,16 October – St Margaret Mary Alacoque,Ephesians 3:14-19,Psalm 22,,Matthew 11:25-30,,,
699,Feast,N/A,Fixed Day,Fixed Feast,17 October – St Ignatius of Antioch,Philippians 3:17-4:1,Psalm 33:2-9,,John 12:24-26,,,
700,Feast,N/A,Fixed Day,Fixed Feast,18 October – St Luke,2 Timothy 4:10-17,"Psalm 144:10-13, 17-18",,Luke 10:1-9,,,
701,Feast,N/A,Fixed Day,Fixed Feast,"19 October – Ss Isaac Jogues, John de Brebeuf, and companions",2 Corinthians 4:7-15,Psalm 125,,Matthew 28:16-20,,,
702,Feast,N/A,Fixed Day,Fixed Feast,19 October – St Paul of the Cross,1 Corinthians 1:18-25,Psalm 116,,Matthew 16:24-27,,,
703,Feast,N/A,Fixed Day,Fixed Feast,23 October – St John of Capistrano,2 Corinthians 5:14-20,"Psalm 15:1-2, 5, 7-8, 11",,Luke 9:57-62,,,
704,Feast,N/A,Fixed Day,Fixed Feast,24 October – St Anthony Claret,Isaiah 52:7-10,"Psalm 95:1-3, 7-8, 10",,Mark 1:14-20,,,
705,Feast,N/A,Fixed Day,Fixed Feast,28 October – Ss Simon and Jude,Ephesians 2:19-22,Psalm 18:2-5,,Luke 6:12-19,,,
706,Feast,N/A,Fixed Day,Fixed Feast,1 November – All Saints,"Revelation 7:2-4, 9-14",Psalm 23:1-6,1 John 3:1-3,Matthew 5:1-12,,,
707,A,N/A,Fixed Day,Fixed Feast,2 November – All Souls (Year A),Isaiah 25:6-9,"Psalm 26:1, 4, 13-14",Romans 5:5-11,Matthew 11:25-30,,,
708,B,N/A,Fixed Day,Fixed Feast,2 November – All Souls (Year B),Isaiah 25:6-9,"Psalm 26:1, 4, 13-14",Romans 5:5-11,Mark 15:33-39; 16:1-6,,,
709,C,N/A,Fixed Day,Fixed Feast,2 November – All Souls (Year C),Isaiah 25:6-9,"Psalm 26:1, 4, 13-14",Romans 5:5-11,Luke 7:11-17,,,
710,Feast,N/A,Fixed Day,Fixed Feast,3 November – St Martin de Porres,Philippians 4:4-9,Psalm 130,,Matthew 22:34-40,,,
711,Feast,N/A,Fixed Day,Fixed Feast,4 November – St Charles Borromeo,Romans 12:3-13,"Psalm 88:2-5, 21-22, 25, 27",,John 10:11-16,,,
712,Feast,N/A,Fixed Day,Fixed Feast,9 November – Dedication of St John Lateran,"Ezekiel 47:1-2, 8-9, 12","Psalm 45:2-3, 5-6, 8-9","1 Corinthians 3:9-11, 16-17",John 2:13-22,,,
713,Feast,N/A,Fixed Day,Fixed Feast,10 November – St Leo the Great,Sirach 39:6-10,"Psalm 36:3-6, 30-31",,Matthew 16:13-19,,,
714,Feast,N/A,Fixed Day,Fixed Feast,11 November – St Martin of Tours,Isaiah 61:1-3,"Psalm 88:2-5, 21-22, 25, 27",,Matthew 25:31-40,,,
715,Feast,N/A,Fixed Day,Fixed Feast,12 November – St Josaphat,"Ephesians 4:1-7, 11-13","Psalm 1:1-4, 6",,John 17:20-26,,,
716,Feast,N/A,Fixed Day,Fixed Feast,15 November – St Albert the Great,Sirach 15:1-6,Psalm 118:9-14,,Matthew 13:47-52,,,
717,Feast,N/A,Fixed Day,Fixed Feast,16 November – St Margaret of Scotland,Isaiah 58:6-11,Psalm 111:1-9,,John 15:9-17,,,
718,Feast,N/A,Fixed Day,Fixed Feast,16 November – St Gertrude,Ephesians 3:14-19,Psalm 22,,John 15:1-8,,,
719,Feast,N/A,Fixed Day,Fixed Feast,17 November – St Elizabeth of Hungary,1 John 3:14-18,Psalm 33:2-11,,Luke 6:27-38,,,
720,Feast,N/A,Fixed Day,Fixed Feast,18 November – Dedication of the basilicas of Peter and Paul,"Acts 28:11-16, 30-31",Psalm 97:1-6,,Matthew 14:22-33,,,
721,Feast,N/A,Fixed Day,Fixed Feast,21 November – Presentation of Mary,Zechariah 2:14-17,Luke 1:46-55,,Matthew 12:46-50,,,
722,Feast,N/A,Fixed Day,Fixed Feast,22 November – St Cecilia,"Hosea 2:16-17, 21-22","Psalm 44:11-12, 14-17",,Matthew 25:1-13,,,
723,Feast,N/A,Fixed Day,Fixed Feast,23 November – St Clement I,1 Peter 5:1-4,"Psalm 88:2-5, 21-22, 25, 27",,Matthew 16:13-19,,,
724,Feast,N/A,Fixed Day,Fixed Feast,23 November – St Columban,Isaiah 52:7-10,"Psalm 95:1-3, 7-8, 10",,Luke 9:57-62,,,
725,Feast,N/A,Fixed Day,Fixed Feast,24 November – Ss Andrew Dung Lac and companions,Wisdom 3:1-9,Psalm 125,,Matthew 10:28-33,,,
726,Feast,N/A,Fixed Day,Fixed Feast,25 November – St Catherine of Alexandria,Philippians 3:8-14,"Psalm 15:1-2, 5, 7-8, 11",,Matthew 19:27-29,,,
727,Feast,N/A,Fixed Day,Fixed Feast,30 November – St Andrew,Romans 10:9-18,Psalm 18,,Matthew 4:18-22,,,
728,Feast,N/A,Fixed Day,Fixed Feast,3 December – St Francis Xavier,"1 Corinthians 9:16-19, 22-23","Psalm 116:1, 2",,Mark 16:15-20,,,
729,Feast,N/A,Fixed Day,Fixed Feast,4 December – St John Damascene,2 Timothy 1:13-14; 2:1-3,Psalm 18:8-11,,Matthew 25:14-30,,,
730,Feast,N/A,Fixed Day,Fixed Feast,6 December – St Nicholas,Isaiah 6:1-8,"Psalm 39:2, 4, 7-10",,Luke 10:1-9,,,
731,Feast,N/A,Fixed Day,Fixed Feast,7 December – St Ambrose,Ephesians 3:8-12,"Psalm 88:2-5, 21-22, 25, 27",,John 10:11-16,,,
732,Feast,N/A,Fixed Day,Fixed Feast,8 December – Immaculate Conception,"Genesis 3:9-15, 20",Psalm 97:1-4,"Ephesians 1:3-6, 11-12",Luke 1:26-38,,,
733,Feast,N/A,Fixed Day,Fixed Feast,9 December – St Juan Diego,Genesis 12:1-4,"Psalm 1:1-4, 6",,Matthew 22:34-40,,,
734,Feast,N/A,Fixed Day,Fixed Feast,11 December – St Damasus I,"Acts 20:17-18, 28-32, 36",Psalm 109:1-4,,John 15:9-17,,,
735,Feast,N/A,Fixed Day,Fixed Feast,12 December – Our Lady of Guadalupe,Zechariah 2:14-17,Judith 13:18-19,,Luke 1:26-38,,,
736,Feast,N/A,Fixed Day,Fixed Feast,13 December – St Lucy,2 Corinthians 10:17-11:2,"Psalm 30:3-4, 6-8, 16-17",,Matthew 25:1-13,,,
737,Feast,N/A,Fixed Day,Fixed Feast,14 December – St John of the Cross,1 Corinthians 2:1-10,"Psalm 36:3-6, 30-31",,Luke 14:25-33,,,
738,Feast,N/A,Fixed Day,Fixed Feast,21 December – St Peter Canisius,2 Timothy 4:1-5,"Psalm 39:2, 4, 7-10",,Matthew 5:13-19,,,
739,Feast,N/A,Fixed Day,Fixed Feast,23 December – St John of Kanty,James 2:14-17,Psalm 111:1-9,,Luke 6:27-38,,,
740,Feast,N/A,Fixed Day,Fixed Feast,26 December – St Stephen,Acts 6:8-10; 7:54-59,"Psalm 30:3-4, 6, 8, 16-17",,Matthew 10:17-22,,,
741,Feast,N/A,Fixed Day,Fixed Feast,"27 December – St John, Apostle, Evangelist",1 John 1:1-4,"Psalm 96:1-2, 5-6, 11-12",,John 20:2-8,,,
742,Feast,N/A,Fixed Day,Fixed Feast,28 December – Holy Innocents,1 John 1:5-2:2,"Psalm 123:2-5, 7-8",,Matthew 2:13-18,,,
743,Feast,N/A,Fixed Day,Fixed Feast,29 December – St Thomas Becket,2 Timothy 2:8-13; 3:10-12,Psalm 33:2-9,,Matthew 16:24-27,,,
744,Feast,N/A,Fixed Day,Fixed Feast,31 December – St Sylvester I,Ezekiel 34:11-16,Psalm 22,,Matthew 16:13-19,,,
745,A,N/A,Sunday,Advent,"FIRST SUNDAY OF ADVENT, Year A",Isaiah 2:1-5,Psalm 121:1-2.4-5.6-9,Romans 13:11-14,Matthew 24:37-44,,,
746,B,N/A,Sunday,Advent,"FIRST SUNDAY OF ADVENT, Year B",Isaiah 63:16-17; 64:1.3-8,Psalm 79:2-3.15-16.18-19,1 Corinthians 1:3-9,Mark 13:33-37,,,
747,C,N/A,Sunday,Advent,"FIRST SUNDAY OF ADVENT, Year C",Jeremiah 33:14-16,Psalm 24:4-5.8-9.10.14,1 Thessalonians 3:12-4:2,Luke 21:25-28.34-36,,,
748,Season,N/A,Monday,Advent,Monday of the first week of Advent - Year A,Isaiah 4:2-6,Psalm 121:1-2.4-5.6-9,,Matthew 8:5-11,,,
749,Season,N/A,Monday,Advent,Monday of the first week of Advent - Year B/C,Isaiah 2:1-5,Psalm 121:1-2.4-5.6-9,,Matthew 8:5-11,,,
750,Season,N/A,Tuesday,Advent,Tuesday of the first week of Advent,Isaiah 11:1-10,Psalm 71:1-2.7-8.12-13.17,,Luke 10:21-24,,,
751,Season,N/A,Wednesday,Advent,Wednesday of the first week of Advent,Isaiah 25:6-10,Psalm 22,,Matthew 15:29-37,,,
752,Season,N/A,Thursday,Advent,Thursday of the first week of Advent,Isaiah 26:1-6,Psalm 117:1.8-9.19-21.25-27,,Matthew 7:21.24-27,,,
753,Season,N/A,Friday,Advent,Friday of the first week of Advent,Isaiah 29:17-24,Psalm 26:1.4.13-14,,Matthew 9:27-31,,,
754,Season,N/A,Saturday,Advent,Saturday of the first week of Advent,Isaiah 30:19-21.23-26,Psalm 146:1-6,,Matthew 9:35-10:1.6-8,,,
755,A,N/A,Sunday,Advent,"SECOND SUNDAY OF ADVENT, Year A",Isaiah 11:1-10,Psalm 71:1-2.7-8.12-13.17,Romans 15:4-9,Matthew 3:1-12,,,
756,B,N/A,Sunday,Advent,"SECOND SUNDAY OF ADVENT, Year B",Isaiah 40:1-5.9-11,Psalm 84:9-14,2 Peter 3:8-14,Mark 1:1-8,,,
757,C,N/A,Sunday,Advent,"SECOND SUNDAY OF ADVENT, Year C",Baruch 5:1-9,Psalm 125,Philippians 1:3-6.8-11,Luke 3:1-6,,,
758,Season,N/A,Monday,Advent,Monday of the second week of Advent,Isaiah 35:1-10,Psalm 84:9-14,,Luke 5:17-26,,,
759,Season,N/A,Tuesday,Advent,Tuesday of the second week of Advent,Isaiah 40:1-11,Psalm 95:1-3.10-13,,Matthew 18:12-14,,,
